Geneid	C45_22_2L_1Aligned.out.bam	C45_22_2L_2Aligned.out.bam	C45_22_2L_3Aligned.out.bam	WT_2g_5Aligned.out.bam	WT_2g_6Aligned.out.bam	WT_2g_7Aligned.out.bam
CopciAB_473191.T0	5519	7631	6961	7500	5496	6085
CopciAB_498556.T0	836	1046	1061	1098	853	1074
CopciAB_488558.T0	748	610	707	1035	714	735
CopciAB_285278.T0	40	48	69	61	8	48
CopciAB_542949.T0	703	606	643	725	826	602
CopciAB_438095.T0	332	374	465	556	409	331
CopciAB_488576.T0	64	43	69	38	58	38
CopciAB_473232.T0	48	9	5	11	15	9
CopciAB_369914.T0	11781	9678	9271	15005	12757	10544
CopciAB_498595.T0	449	364	486	688	909	716
CopciAB_369919.T0	5534	6167	4885	7039	6148	5346
CopciAB_286180.T0	191	274	277	220	224	205
CopciAB_286523.T0	125	128	136	79	40	73
CopciAB_370077.T0	583	663	617	811	387	566
CopciAB_369995.T0	1480	1264	1107	1400	1243	1116
CopciAB_370100.T0	483	761	434	688	376	574
CopciAB_473307.T0	438	404	308	387	276	357
CopciAB_473311.T0	489	598	698	444	605	333
CopciAB_543037.T0	1520	1788	1917	1720	636	1438
CopciAB_473322.T0	1463	1254	1660	1526	913	1237
CopciAB_498702.T0	185	230	192	149	108	86
CopciAB_370319.T0	1408	1254	1144	1828	1500	1275
CopciAB_498724.T0	1019	1177	944	876	1103	1088
CopciAB_498737.T0	102	130	149	137	149	87
CopciAB_488706.T0	40	39	42	36	29	32
CopciAB_358558.T0	1699	2019	1961	2102	1386	1578
CopciAB_370454.T0	8214	6561	10213	9115	5068	8156
CopciAB_370409.T0	813	817	751	1663	1395	1270
CopciAB_473443.T0	182	187	249	188	97	76
CopciAB_498790.T0	2471	2990	2683	2628	2613	2282
CopciAB_291438.T0	1116	1269	1420	1569	1252	489
CopciAB_473464.T0	1967	2654	1787	2592	2880	2013
CopciAB_291691.T0	108	125	107	202	44	124
CopciAB_473475.T0	1196	1192	1049	1716	1246	781
CopciAB_400163.T0	46	49	62	30	27	44
CopciAB_370564.T0	2491	2637	3009	2724	2278	1851
CopciAB_473500.T0	1294	1410	1420	1502	1905	861
CopciAB_498860.T0	882	962	890	937	828	697
CopciAB_426342.T0	57290	76124	42892	80357	20666	63301
CopciAB_488795.T0	35	28	22	30	12	18
CopciAB_438131.T0	521	520	652	1066	839	629
CopciAB_438148.T0	273	271	175	281	165	253
CopciAB_358672.T0	4525	4828	4558	6534	5074	4527
CopciAB_1000676.T0	0	1	8	0	0	0
CopciAB_475379.T0	278	609	354	483	204	207
CopciAB_462791.T0	184	236	313	182	249	144
CopciAB_358722.T0	490	574	394	401	353	288
CopciAB_372220.T0	21	16	14	25	24	29
CopciAB_1000511.T0	63	57	91	84	99	34
CopciAB_438204.T0	213	166	219	247	288	168
CopciAB_507812.T0	524	830	427	772	621	348
CopciAB_32225.T0	1031	1060	485	1135	668	2415
CopciAB_438258.T0	14	27	19	14	24	14
CopciAB_507897.T0	96	156	185	95	99	86
CopciAB_492614.T0	955	1037	1111	1645	1255	1135
CopciAB_489299.T0	10	9	6	4	3	10
CopciAB_452188.T0	618	767	540	620	588	442
CopciAB_499552.T0	22	17	31	17	24	24
CopciAB_473663.T0	989	1417	1094	831	1032	611
CopciAB_372423.T0	101	135	140	209	179	92
CopciAB_480323.T0	7	2	8	4	0	3
CopciAB_372406.T0	40	60	29	45	34	24
CopciAB_499565.T0	121	138	104	152	97	102
CopciAB_438335.T0	669	768	889	797	791	520
CopciAB_489330.T0	128	159	213	158	137	98
CopciAB_499574.T0	100	106	118	120	110	101
CopciAB_34366.T0	1183	1148	961	1267	1038	710
CopciAB_452232.T0	940	963	726	1376	1158	718
CopciAB_499586.T0	189	259	196	225	291	240
CopciAB_1000406.T0	492	559	473	518	395	540
CopciAB_353931.T0	11704	11173	11958	11918	10545	11751
CopciAB_372540.T0	570	616	719	1135	856	788
CopciAB_438380.T0	349	416	406	341	701	193
CopciAB_1000219.T0	19	34	15	13	9	9
CopciAB_1000220.T0	6	5	3	4	7	13
CopciAB_438386.T0	331	311	304	438	340	331
CopciAB_1000221.T0	20	3	16	17	3	30
CopciAB_354269.T0	154	165	230	141	152	57
CopciAB_354219.T0	603	734	943	816	584	646
CopciAB_1002321.T0	267	324	271	390	72	220
CopciAB_402016.T0	8498	10694	8295	11772	9485	11194
CopciAB_438459.T0	376	404	355	469	311	471
CopciAB_353894.T0	866	964	714	956	1007	609
CopciAB_438486.T0	15305	22079	17028	19750	16258	20883
CopciAB_1001938.T0	36	14	14	35	43	19
CopciAB_499677.T0	263	386	332	585	351	599
CopciAB_463032.T0	1491	998	1507	2194	1643	1087
CopciAB_402123.T0	1329	1282	1501	1339	1931	1408
CopciAB_428228.T0	1291	1462	1332	1169	2080	691
CopciAB_461757.T0	238	305	323	173	215	167
CopciAB_389393.T0	1466	1773	1785	2097	1235	1386
CopciAB_415568.T0	243	332	440	373	160	202
CopciAB_358849.T0	1226	1161	989	1869	1545	1915
CopciAB_38547.T0	90	86	162	107	55	76
CopciAB_475416.T0	761	781	877	987	313	595
CopciAB_389454.T0	7884	9157	7854	9413	6464	10560
CopciAB_415619.T0	1444	1432	1352	1648	801	1292
CopciAB_494418.T0	1474	1275	766	1926	1437	1524
CopciAB_354028.T0	500	636	614	594	222	541
CopciAB_358976.T0	344	463	625	402	290	320
CopciAB_1001012.T0	1	0	0	0	2	7
CopciAB_358873.T0	381	408	360	505	366	195
CopciAB_461763.T0	1380	1550	1674	1980	1592	1513
CopciAB_438648.T0	739	790	491	754	1069	452
CopciAB_537439.T0	871	955	1023	1037	721	864
CopciAB_438656.T0	1425	1528	1280	21251	12623	19964
CopciAB_389532.T0	814	752	728	836	1059	964
CopciAB_358996.T0	2051	2293	2191	2138	1731	1221
CopciAB_39813.T0	78	107	72	48	46	21
CopciAB_452421.T0	1201	1278	942	774	968	527
CopciAB_438683.T0	779	805	618	737	723	540
CopciAB_415744.T0	1448	1061	1673	1565	1157	909
CopciAB_539165.T0	1927	2168	2134	2160	2080	1203
CopciAB_452439.T0	304	304	367	344	403	291
CopciAB_359087.T0	291	368	371	794	501	560
CopciAB_463181.T0	4171	3663	3517	7773	7165	7034
CopciAB_41230.T0	43	22	46	73	48	46
CopciAB_372875.T0	260	208	205	183	152	98
CopciAB_372865.T0	435	549	570	455	286	287
CopciAB_499739.T0	389	469	431	463	429	312
CopciAB_508840.T0	0	2	1	74	24	181
CopciAB_41983.T0	5769	4769	3928	7342	4177	7906
CopciAB_1002401.T0	22	23	16	17	18	11
CopciAB_372906.T0	257	292	253	229	154	78
CopciAB_489491.T0	37	34	36	46	18	24
CopciAB_42776.T0	235	302	348	632	451	663
CopciAB_452513.T0	355	417	324	177	173	141
CopciAB_353888.T0	140	174	212	236	172	158
CopciAB_438833.T0	2	6	4	169	60	209
CopciAB_438837.T0	707	776	801	774	298	680
CopciAB_1001961.T0	107	101	171	112	42	146
CopciAB_438876.T0	842	950	632	852	468	666
CopciAB_463302.T0	72	85	96	86	110	94
CopciAB_1001964.T0	17	25	21	7	2	17
CopciAB_438892.T0	386	311	426	381	289	361
CopciAB_44336.T0	1252	1320	1555	1139	817	1110
CopciAB_1001967.T0	223	331	326	338	167	152
CopciAB_1001968.T0	2	2	1	6	0	0
CopciAB_499871.T0	636	741	698	664	512	366
CopciAB_428685.T0	1150	1444	1576	1288	440	1294
CopciAB_1000460.T0	34262	32908	28727	44493	25396	33119
CopciAB_373210.T0	354	380	464	336	203	251
CopciAB_473715.T0	5182	5460	5848	8421	4636	5190
CopciAB_438997.T0	115	89	155	115	82	100
CopciAB_1000410.T0	6458	6934	7899	7628	7353	5778
CopciAB_499916.T0	227	326	227	252	269	351
CopciAB_463414.T0	388	452	362	1151	769	860
CopciAB_353781.T0	2638	3264	3440	4391	626	4501
CopciAB_373364.T0	237	285	217	325	292	188
CopciAB_439078.T0	383	521	406	319	140	279
CopciAB_373442.T0	1858	1758	2042	2739	1245	1755
CopciAB_359306.T0	66	103	43	50	36	44
CopciAB_475510.T0	1548	1520	1866	2227	1679	2380
CopciAB_359328.T0	2609	2857	2642	3407	1870	3191
CopciAB_494516.T0	413	371	384	260	251	244
CopciAB_389713.T0	1217	1424	1443	1321	506	928
CopciAB_415885.T0	730	646	725	534	440	1611
CopciAB_439130.T0	434	504	589	385	269	230
CopciAB_48666.T0	665	705	773	786	681	666
CopciAB_48691.T0	299	300	266	240	191	165
CopciAB_359386.T0	325	426	505	328	291	146
CopciAB_492679.T0	471	615	660	443	307	191
CopciAB_359138.T0	583	686	575	472	517	291
CopciAB_475584.T0	26	41	26	28	29	38
CopciAB_463546.T0	2912	3800	3229	3660	2774	3203
CopciAB_359241.T0	472	629	572	411	291	312
CopciAB_411302.T0	538	525	636	397	489	332
CopciAB_463556.T0	47	58	47	57	52	50
CopciAB_1000825.T0	422	375	335	500	653	480
CopciAB_50628.T0	15	9	22	12	19	8
CopciAB_544239.T0	11	2	4	10	3	17
CopciAB_373551.T0	0	0	0	0	2	0
CopciAB_373698.T0	307	379	446	343	244	135
CopciAB_429113.T0	435	616	597	561	367	417
CopciAB_492692.T0	878	1525	1019	1178	957	791
CopciAB_373724.T0	96	42	65	135	75	46
CopciAB_439356.T0	424	480	546	392	390	207
CopciAB_373721.T0	319	364	293	374	449	359
CopciAB_53030.T0	699	644	595	905	567	737
CopciAB_439370.T0	2027	2103	2119	1826	1476	647
CopciAB_1001925.T0	98	100	87	84	200	59
CopciAB_489780.T0	74	86	43	74	55	38
CopciAB_411346.T0	2942	3029	3176	3685	2569	2905
CopciAB_1001394.T0	92	86	127	194	171	109
CopciAB_429295.T0	1849	1738	1694	3209	2152	1329
CopciAB_1001641.T0	298	303	265	316	182	260
CopciAB_1000415.T0	585	723	717	883	1061	939
CopciAB_374013.T0	2998	3387	2771	3273	2522	2764
CopciAB_463819.T0	2052	2694	2405	2857	1942	3596
CopciAB_1001170.T0	241	280	347	362	180	177
CopciAB_416138.T0	227	279	276	278	172	142
CopciAB_539309.T0	469	529	449	463	639	388
CopciAB_494636.T0	373	393	326	414	91	344
CopciAB_57055.T0	48	54	38	18	22	18
CopciAB_390027.T0	560	580	680	582	672	824
CopciAB_463861.T0	728	749	681	700	676	704
CopciAB_494656.T0	2358	2340	2155	3609	2976	2493
CopciAB_359605.T0	184	182	124	196	87	169
CopciAB_475671.T0	1285	1632	1395	1272	961	1051
CopciAB_439610.T0	806	914	982	696	242	853
CopciAB_539340.T0	1709	2218	1543	3235	2509	2127
CopciAB_439616.T0	285	589	342	435	145	381
CopciAB_416253.T0	1698	1959	2024	1789	974	1778
CopciAB_439626.T0	585	705	685	505	504	325
CopciAB_494685.T0	367	514	511	451	356	281
CopciAB_439649.T0	1274	1503	1765	1566	975	780
CopciAB_58690.T0	426	452	448	429	421	253
CopciAB_439660.T0	6526	7094	6704	8220	5260	6610
CopciAB_539374.T0	299	349	285	368	356	263
CopciAB_1001181.T0	31	38	51	62	85	73
CopciAB_463949.T0	506	709	574	591	960	350
CopciAB_374032.T0	850	951	966	841	824	637
CopciAB_374240.T0	5659	6274	5897	8591	5250	6045
CopciAB_464009.T0	578	701	478	1216	872	838
CopciAB_544494.T0	2181	2137	2453	3143	2005	2271
CopciAB_429584.T0	808	882	677	831	884	748
CopciAB_374192.T0	1461	1262	1063	2114	1405	1393
CopciAB_500287.T0	235	311	277	385	228	336
CopciAB_429661.T0	587	734	566	775	917	1304
CopciAB_510818.T0	403	491	468	1030	1434	911
CopciAB_439863.T0	868	815	938	912	516	763
CopciAB_374416.T0	710	919	774	660	669	616
CopciAB_464093.T0	702	821	819	780	594	474
CopciAB_439882.T0	491	561	559	519	229	531
CopciAB_374407.T0	725	830	762	1052	635	860
CopciAB_461862.T0	99	106	60	86	55	54
CopciAB_64051.T0	4560	5005	5792	4562	4399	3243
CopciAB_461864.T0	464	597	503	477	302	458
CopciAB_439951.T0	2295	2570	2802	2549	1602	2069
CopciAB_359960.T0	3476	3699	3057	3691	2540	1520
CopciAB_416424.T0	2620	3572	3677	2358	2357	1902
CopciAB_439978.T0	569	768	719	622	453	437
CopciAB_439982.T0	1404	1528	1674	1541	1337	1038
CopciAB_359824.T0	999	930	1412	1520	1328	1151
CopciAB_360091.T0	1973	1922	1824	4678	3236	4076
CopciAB_359847.T0	516	614	691	1361	960	1516
CopciAB_538792.T0	325	331	286	380	346	135
CopciAB_475764.T0	507	630	576	961	619	744
CopciAB_539434.T0	562	717	649	758	358	586
CopciAB_464206.T0	1476	1665	1660	1660	868	1425
CopciAB_453287.T0	437	551	414	386	325	333
CopciAB_360073.T0	1226	1313	1235	1350	1548	956
CopciAB_360071.T0	1121	1173	914	1141	1058	1016
CopciAB_494786.T0	2503	2723	2705	2254	1900	1513
CopciAB_440033.T0	2583	3136	3245	2517	2388	3034
CopciAB_475797.T0	5449	5032	6409	8157	7629	5404
CopciAB_390448.T0	3527	3634	3359	3674	2064	4279
CopciAB_440049.T0	1604	1674	1742	1737	1112	1439
CopciAB_360093.T0	274	316	242	347	144	228
CopciAB_359764.T0	5979	6460	6829	7993	6577	8137
CopciAB_494823.T0	297	312	321	293	280	180
CopciAB_539491.T0	288	399	332	492	266	289
CopciAB_359814.T0	682	718	604	1004	635	775
CopciAB_416693.T0	722	736	792	477	349	484
CopciAB_69208.T0	28	39	36	41	72	36
CopciAB_374632.T0	369	402	469	308	228	152
CopciAB_481141.T0	734	485	817	1077	1483	557
CopciAB_374638.T0	331	395	396	524	362	703
CopciAB_440127.T0	31	38	43	93	48	99
CopciAB_374658.T0	2	9	14	6	5	5
CopciAB_500430.T0	9	18	23	31	22	12
CopciAB_464341.T0	2894	3278	3329	2872	3644	1523
CopciAB_1001501.T0	2668	3339	3321	2417	1545	1098
CopciAB_500468.T0	89	89	104	123	33	110
CopciAB_440204.T0	458	579	540	777	696	510
CopciAB_440206.T0	301	360	352	300	173	184
CopciAB_374842.T0	1960	2097	1774	2486	1362	1400
CopciAB_71140.T0	1415	1170	1097	2105	2342	994
CopciAB_404071.T0	28	53	64	9	13	15
CopciAB_437053.T0	2068	1938	1685	3063	3137	1703
CopciAB_374839.T0	2830	3375	2600	4789	2668	2264
CopciAB_490081.T0	7	0	11	6	2	9
CopciAB_436777.T0	2076	2141	2188	2728	2372	1220
CopciAB_1002086.T0	36	64	51	39	30	18
CopciAB_500507.T0	225	189	320	336	186	297
CopciAB_358177.T0	936	899	814	692	489	416
CopciAB_490130.T0	1810	1578	1356	2945	1585	1806
CopciAB_1000418.T0	9	8	16	25	9	16
CopciAB_430288.T0	260	295	297	193	174	175
CopciAB_440343.T0	526	553	539	533	628	496
CopciAB_464469.T0	6266	5411	4849	8979	6657	9619
CopciAB_440363.T0	72	62	74	116	36	76
CopciAB_464476.T0	1098	1326	1411	1656	831	1289
CopciAB_464488.T0	2040	2076	2124	2310	1944	2851
CopciAB_539514.T0	992	1028	1195	968	405	704
CopciAB_464501.T0	728	911	809	736	580	476
CopciAB_494110.T0	35	34	30	48	43	52
CopciAB_494863.T0	1118	1363	1424	2116	789	1220
CopciAB_358272.T0	530	579	466	716	702	460
CopciAB_464531.T0	1984	2062	2500	2299	2023	1073
CopciAB_360267.T0	2252	2839	2288	1666	1149	1067
CopciAB_494883.T0	214	268	269	259	167	205
CopciAB_360152.T0	678	889	719	528	627	361
CopciAB_75700.T0	659	769	739	994	680	1244
CopciAB_494892.T0	1392	1619	1217	3025	1426	1663
CopciAB_440448.T0	660	679	715	604	471	489
CopciAB_464561.T0	99	110	195	117	164	126
CopciAB_360295.T0	747	744	794	787	862	649
CopciAB_464582.T0	1059	1384	1069	1270	1500	774
CopciAB_1000481.T0	992	828	904	1027	654	910
CopciAB_78036.T0	1370	818	1055	1523	835	907
CopciAB_375207.T0	9	23	41	26	16	21
CopciAB_440560.T0	52	64	36	119	71	113
CopciAB_464631.T0	69	74	78	91	57	70
CopciAB_375233.T0	219	298	182	195	210	137
CopciAB_544863.T0	4997	6443	6148	6057	4222	3981
CopciAB_464680.T0	296	418	344	369	354	308
CopciAB_440629.T0	230	270	243	342	500	261
CopciAB_375402.T0	4	0	10	2	0	6
CopciAB_494126.T0	5870	4937	5823	8785	9292	3895
CopciAB_1001893.T0	1	0	0	0	0	0
CopciAB_500758.T0	6936	6203	8748	8539	8830	6463
CopciAB_464759.T0	1491	1072	2272	1784	1657	1005
CopciAB_481481.T0	754	763	805	687	351	619
CopciAB_1002706.T0	7516	7883	9789	6783	4661	5247
CopciAB_375574.T0	3364	3306	3377	3836	3935	2580
CopciAB_375510.T0	940	1301	1134	1005	673	678
CopciAB_464790.T0	220	209	142	298	293	108
CopciAB_360628.T0	82	87	85	84	139	123
CopciAB_360546.T0	1139	1199	1364	1103	1067	834
CopciAB_360611.T0	2866	3459	2702	3270	1462	1907
CopciAB_360649.T0	3463	3846	3805	3603	3073	3921
CopciAB_485668.T0	557	607	578	514	330	393
CopciAB_464836.T0	7055	5558	6601	9336	6532	5813
CopciAB_1000372.T0	7	0	0	1	0	1
CopciAB_360568.T0	1965	2268	2254	2082	1468	1799
CopciAB_360529.T0	1115	1444	1199	1217	922	1260
CopciAB_1000388.T0	29	28	19	47	39	39
CopciAB_1000389.T0	13	54	29	26	33	74
CopciAB_539666.T0	1440	1646	1620	1514	1265	1621
CopciAB_476022.T0	595	774	578	682	519	655
CopciAB_440836.T0	3361	3780	3442	3065	3909	1846
CopciAB_360410.T0	11367	8784	10726	14011	4806	7583
CopciAB_360462.T0	1937	2513	2172	1749	1373	1804
CopciAB_464886.T0	909	1034	1146	1579	1256	1479
CopciAB_1000371.T0	48	73	55	78	83	31
CopciAB_430789.T0	8387	10248	10802	7430	10818	5526
CopciAB_85332.T0	950	1061	854	1155	694	523
CopciAB_461930.T0	8638	9329	5508	9012	3780	8151
CopciAB_1001243.T0	0	0	0	1	3	0
CopciAB_375649.T0	8	1	2	3	0	0
CopciAB_437103.T0	202	219	181	285	246	337
CopciAB_437105.T0	375	307	281	390	264	248
CopciAB_1000802.T0	671	604	817	816	605	434
CopciAB_375733.T0	675	1131	868	723	1121	455
CopciAB_430938.T0	448	572	528	526	501	388
CopciAB_414944.T0	719	837	870	684	438	537
CopciAB_404912.T0	357	369	308	428	545	453
CopciAB_375846.T0	32	34	43	86	74	41
CopciAB_500875.T0	33	38	30	50	24	21
CopciAB_1000369.T0	0	5	6	0	0	2
CopciAB_545067.T0	4917	5281	5440	5187	4724	2095
CopciAB_375882.T0	5761	6831	7089	7785	3283	3786
CopciAB_431083.T0	83	62	60	77	89	41
CopciAB_500927.T0	50	106	73	364	151	433
CopciAB_475164.T0	473	434	546	373	301	286
CopciAB_10247.T0	678	973	840	654	388	600
CopciAB_476052.T0	381	465	518	360	213	165
CopciAB_485738.T0	221	222	179	295	197	227
CopciAB_391153.T0	422	480	488	341	350	362
CopciAB_417392.T0	113	105	161	130	103	75
CopciAB_441206.T0	1154	1295	1351	1227	1780	1126
CopciAB_358119.T0	2612	4114	3709	3175	2813	2754
CopciAB_376045.T0	1870	2164	2107	2314	1939	2135
CopciAB_500996.T0	223	242	200	283	217	171
CopciAB_1000364.T0	90	58	43	155	190	63
CopciAB_501010.T0	409	499	475	457	314	357
CopciAB_501015.T0	851	980	1097	953	1178	724
CopciAB_545185.T0	7	22	13	11	13	4
CopciAB_465218.T0	2	1	0	1	1	3
CopciAB_1001670.T0	1	4	0	1	0	0
CopciAB_414986.T0	1275	1590	1639	1214	2060	1235
CopciAB_1001556.T0	7	15	7	8	3	3
CopciAB_1001555.T0	97	74	45	162	22	53
CopciAB_431441.T0	4601	5564	5076	5699	3294	4122
CopciAB_94288.T0	258	215	211	412	358	419
CopciAB_431457.T0	28	23	35	19	25	7
CopciAB_405410.T0	1490	1779	1518	1574	1115	1309
CopciAB_441377.T0	45	28	12	22	16	23
CopciAB_545249.T0	1406	1550	1357	1900	1308	948
CopciAB_376354.T0	18412	19944	9127	21044	16448	31233
CopciAB_501090.T0	70	95	78	89	35	71
CopciAB_1001255.T0	0	0	0	0	0	0
CopciAB_441402.T0	1247	1013	1369	1855	1245	1209
CopciAB_441405.T0	2	3	2	30	31	40
CopciAB_441422.T0	1124	1036	933	1398	617	1377
CopciAB_370786.T0	149	176	171	91	49	55
CopciAB_95697.T0	0	0	0	2	4	0
CopciAB_95810.T0	14	12	16	38	11	19
CopciAB_545289.T0	24	31	42	22	37	10
CopciAB_501129.T0	2	1	1	2	3	4
CopciAB_411382.T0	1142	1174	1353	1039	679	741
CopciAB_537513.T0	179	219	175	111	67	52
CopciAB_473763.T0	160	176	198	98	71	103
CopciAB_537526.T0	3386	4114	3924	3154	3062	1601
CopciAB_465365.T0	3335	2665	3537	5183	3521	3656
CopciAB_441507.T0	128	127	115	125	193	158
CopciAB_441517.T0	212	218	177	259	299	329
CopciAB_96704.T0	1599	1477	1309	2128	1646	1888
CopciAB_465382.T0	195	289	162	163	109	199
CopciAB_1002373.T0	20	23	27	1277	1060	1664
CopciAB_473813.T0	1709	2103	1827	2118	1903	1815
CopciAB_465446.T0	71	57	57	64	68	52
CopciAB_537608.T0	75	102	84	155	102	73
CopciAB_385463.T0	5219	7020	5754	6468	12526	6198
CopciAB_99259.T0	154	143	258	162	178	66
CopciAB_465487.T0	10837	11154	9712	14134	10300	10658
CopciAB_354391.T0	10	10	4	17	8	2
CopciAB_354582.T0	184	239	222	164	164	106
CopciAB_1001321.T0	4	2	7	25	11	26
CopciAB_454372.T0	357	599	511	402	285	293
CopciAB_465517.T0	777	856	864	788	816	689
CopciAB_441699.T0	3897	3075	2832	6172	5523	2744
CopciAB_411827.T0	1217	1241	1321	1333	1576	1492
CopciAB_479718.T0	164	217	113	121	143	114
CopciAB_354745.T0	872	1154	1051	916	569	649
CopciAB_492901.T0	2698	2893	3159	2891	2481	3131
CopciAB_441719.T0	507	699	780	850	1179	878
CopciAB_411844.T0	1839	2262	2249	1534	2050	1062
CopciAB_537695.T0	601	706	645	569	579	508
CopciAB_441729.T0	4002	3629	3957	5656	2665	3477
CopciAB_101561.T0	3088	3088	2848	4207	1948	1484
CopciAB_411888.T0	4254	5018	5138	5138	1457	4742
CopciAB_354711.T0	375	448	328	365	362	417
CopciAB_1000058.T0	566	835	760	479	491	339
CopciAB_370733.T0	5	28	21	27	3	27
CopciAB_426432.T0	17	15	16	7	12	8
CopciAB_360996.T0	314	427	368	249	199	182
CopciAB_103039.T0	73	82	109	108	58	80
CopciAB_441820.T0	276	341	390	397	497	170
CopciAB_441832.T0	924	1132	1008	863	1104	394
CopciAB_103773.T0	733	692	822	786	900	542
CopciAB_431641.T0	1117	1230	1181	763	696	585
CopciAB_545316.T0	352	398	380	360	126	207
CopciAB_454493.T0	2060	2306	2242	2799	1866	3037
CopciAB_104269.T0	119	74	106	140	87	78
CopciAB_431710.T0	250	373	241	188	155	162
CopciAB_376602.T0	18506	19551	23199	27490	16145	24649
CopciAB_1000225.T0	6	7	12	16	3	5
CopciAB_454517.T0	340	309	626	694	635	636
CopciAB_426459.T0	713	821	875	553	568	366
CopciAB_376687.T0	343	254	302	264	323	445
CopciAB_105890.T0	2909	3699	3651	2990	1808	3127
CopciAB_376768.T0	98	99	94	60	98	53
CopciAB_462018.T0	795	723	916	1133	757	720
CopciAB_1001519.T0	3758	4868	4749	6960	6339	8124
CopciAB_405855.T0	248	216	224	375	320	366
CopciAB_107363.T0	958	1139	898	1268	1178	1063
CopciAB_465782.T0	7084	8801	7075	5512	3532	3911
CopciAB_437212.T0	3523	3503	4676	5077	4196	2350
CopciAB_376920.T0	223	296	275	478	467	660
CopciAB_376911.T0	4917	4843	3662	5368	4874	3282
CopciAB_515655.T0	11	15	18	11	18	11
CopciAB_479744.T0	1676	1920	1428	2047	1921	1330
CopciAB_1000429.T0	519	606	643	574	551	604
CopciAB_417587.T0	501	608	637	658	309	504
CopciAB_465815.T0	912	1030	1136	803	293	408
CopciAB_417599.T0	1175	1357	1376	1430	848	935
CopciAB_495201.T0	1032	1198	1020	1178	1023	1067
CopciAB_495215.T0	946	1287	1146	981	782	973
CopciAB_539854.T0	386	443	386	402	337	418
CopciAB_515752.T0	693	908	727	757	599	549
CopciAB_361238.T0	4463	4978	4854	4934	3563	4112
CopciAB_515780.T0	1030	1235	1014	1188	999	1137
CopciAB_426491.T0	6022	6432	5933	8421	8257	5136
CopciAB_361288.T0	1027	1444	947	1344	1445	796
CopciAB_361310.T0	266	345	380	236	303	226
CopciAB_361131.T0	932	1015	846	1125	913	956
CopciAB_495272.T0	738	902	691	966	721	667
CopciAB_485892.T0	144	194	198	152	129	102
CopciAB_481994.T0	5	1	6	0	2	1
CopciAB_454731.T0	24	29	36	21	39	30
CopciAB_501365.T0	6	10	22	13	28	6
CopciAB_111909.T0	55	66	87	68	77	31
CopciAB_465969.T0	398	396	529	331	188	223
CopciAB_1001884.T0	224	317	278	212	227	124
CopciAB_370871.T0	0	0	4	0	1	3
CopciAB_437224.T0	7	5	1	4	4	16
CopciAB_377181.T0	903	944	785	1641	1233	1006
CopciAB_377223.T0	81	59	48	103	49	70
CopciAB_377219.T0	20	7	45	3	17	3
CopciAB_501434.T0	2369	2071	2505	3993	1845	2870
CopciAB_377308.T0	771	846	720	918	940	752
CopciAB_115138.T0	1041	1295	989	1639	1059	1225
CopciAB_361504.T0	392	411	517	400	279	314
CopciAB_516570.T0	658	558	621	482	396	638
CopciAB_466099.T0	731	812	798	1435	1279	1807
CopciAB_116464.T0	346	377	316	394	297	216
CopciAB_432344.T0	9857	13989	8048	20123	13386	12986
CopciAB_466168.T0	927	1202	1046	728	575	491
CopciAB_516746.T0	1858	1836	1964	2303	1954	2053
CopciAB_516779.T0	3	3	9	12	3	0
CopciAB_466185.T0	473	532	404	494	419	195
CopciAB_1000486.T0	136	150	80	257	408	130
CopciAB_466198.T0	277	225	320	269	265	189
CopciAB_406427.T0	82	96	118	74	55	37
CopciAB_501548.T0	361	431	454	519	473	433
CopciAB_545670.T0	87	90	93	122	37	69
CopciAB_377556.T0	27	32	28	55	82	67
CopciAB_490908.T0	38	48	70	42	28	33
CopciAB_1000483.T0	36	25	39	30	27	23
CopciAB_1002484.T0	5	4	10	9	7	21
CopciAB_1000842.T0	4	2	2	5	2	2
CopciAB_406568.T0	228	220	263	193	153	115
CopciAB_545723.T0	297	250	400	426	144	215
CopciAB_455033.T0	531	263	543	667	605	283
CopciAB_1000993.T0	5	5	5	12	0	1
CopciAB_466287.T0	421	592	611	534	298	430
CopciAB_466294.T0	49	39	58	34	18	23
CopciAB_1000991.T0	12	13	10	35	10	24
CopciAB_540004.T0	496	418	491	444	504	186
CopciAB_361695.T0	711	723	798	829	1023	829
CopciAB_418092.T0	3384	3283	3114	3561	3418	3991
CopciAB_120343.T0	395	410	405	357	258	293
CopciAB_466323.T0	6932	8592	6034	8341	5389	8436
CopciAB_120499.T0	169	223	185	229	114	162
CopciAB_466330.T0	411	335	314	436	208	200
CopciAB_120687.T0	1578	1725	1754	1734	1594	918
CopciAB_361584.T0	378	374	407	1141	845	932
CopciAB_1000986.T0	48	36	46	49	31	37
CopciAB_121142.T0	658	751	689	636	383	528
CopciAB_517200.T0	570	446	538	670	539	677
CopciAB_455101.T0	1103	1228	1394	1204	1145	812
CopciAB_501633.T0	58	64	59	313	178	429
CopciAB_377744.T0	4	3	2	4	7	23
CopciAB_462081.T0	31	24	20	37	36	18
CopciAB_406639.T0	0	0	0	4	0	10
CopciAB_377876.T0	59	77	59	56	48	21
CopciAB_432813.T0	26	14	70	70	99	7
CopciAB_377901.T0	1122	1210	998	936	612	515
CopciAB_482323.T0	797	1073	1271	737	1103	342
CopciAB_1001726.T0	35	23	25	49	4	20
CopciAB_488885.T0	7715	5895	6780	12125	8864	10629
